64.42,855765,86100,64.40,N/A,N/A,15.02,57300,"+0.17 - +0.26%",+0.17,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,-0.30,N/A,1.02,N/A,0.00,N/A,281320000,64.28,N/A,N/A,N/A,N/A,N/A,65.00,N/A,N/A,43.24,26.83B,416426000,N/A,2.26B,21.18,+48.98%,70.72,N/A,N/A,165,-6.30,-8.91%,"11:45am - <b>64.42</b>",64.42,N/A,N/A,"64.28 - 65.00",N/A,66.34,58.71,5.71,+9.73%,-1.92,-2.89%,"SAFRAN",N/A,64.68,64.25,N/A,"+0.26%",1.75,4.28,"4/27/2015",N/A,N/A,N/A,0.00,N/A,N/A,"SAF.PA",N/A,15.28B,0.00,"11:45am",N/A,N/A,N/A,137595,N/A,N/A,"43.24 - 70.72",N/A,N/A,"PAR",N/A
89.65,3067988,124500,89.63,N/A,N/A,42.84,14500,"+0.38 - +0.43%",+0.38,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,3.26,N/A,6.30,N/A,0.00,N/A,1173358000,89.38,N/A,N/A,N/A,N/A,N/A,89.95,N/A,N/A,69.58,117.20B,1307464000,N/A,10.67B,20.06,+28.83%,99.23,N/A,N/A,78,-9.59,-9.66%,"11:46am - <b>89.64</b>",89.64,N/A,N/A,"89.38 - 89.95",N/A,75.25,75.12,14.52,+19.33%,14.39,+19.12%,"SANOFI",N/A,89.90,89.26,N/A,"+0.43%",3.33,2.08,"5/9/2013",27.49,N/A,N/A,0.00,N/A,N/A,"SAN.PA",N/A,35.07B,0.00,"11:46am",N/A,N/A,N/A,911206,N/A,N/A,"69.58 - 99.23",N/A,N/A,"PAR",N/A
41.110,2081277,50000,41.085,N/A,N/A,32.144,208900,"+0.260 - +0.637%",+0.260,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,1.700,N/A,1.420,N/A,0.000,N/A,452046000,40.625,N/A,N/A,N/A,N/A,N/A,41.275,N/A,N/A,29.510,23.03B,560385000,N/A,3.94B,11.595,+39.292%,44.400,N/A,N/A,41,-3.295,-7.421%,"11:45am - <b>41.105</b>",41.105,N/A,N/A,"40.625 - 41.275",N/A,41.227,37.916,3.189,+8.411%,-0.122,-0.296%,"SAINT GOBAIN",N/A,40.950,40.845,N/A,"+0.637%",0.558,1.271,"6/11/2014",24.179,N/A,N/A,0.000,N/A,N/A,"SGO.PA",N/A,41.05B,0.000,"11:45am",N/A,N/A,N/A,441909,N/A,N/A,"29.510 - 44.400",N/A,N/A,"PAR",N/A
124.20,231890,9600,124.15,N/A,N/A,0.00,71900,"-2.45 - -1.93%",-2.45,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,123.75,N/A,N/A,N/A,N/A,N/A,125.55,N/A,N/A,104.05,N/A,N/A,N/A,0.00,20.15,+19.37%,141.10,N/A,N/A,53,-16.90,-11.98%,"10:24am - <b>124.20</b>",124.20,N/A,N/A,"123.75 - 125.55",N/A,0.00,0.00,124.20,+inf%,124.20,+inf%,"SOLVAY",N/A,125.50,126.65,N/A,"-1.93%",N/A,N/A,N/A,N/A,N/A,N/A,0.00,N/A,N/A,"SOLB.PA",N/A,N/A,0.00,"10:24am",N/A,N/A,N/A,70372,N/A,N/A,"104.05 - 141.10",N/A,N/A,"PAR",N/A
69.68,2013779,51900,69.66,N/A,N/A,34.53,98600,"+0.35 - +0.50%",+0.35,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,3.37,N/A,3.87,N/A,0.00,N/A,547613000,68.95,N/A,N/A,N/A,N/A,N/A,69.79,N/A,N/A,52.59,39.81B,571394000,N/A,3.73B,17.08,+32.48%,75.29,N/A,N/A,38,-5.62,-7.46%,"11:46am - <b>69.67</b>",69.67,N/A,N/A,"68.95 - 69.79",N/A,70.52,66.60,3.07,+4.61%,-0.85,-1.20%,"SCHNEIDER ELECTRIC",N/A,69.50,69.32,N/A,"+0.50%",1.59,2.01,"4/30/2015",20.67,N/A,N/A,0.00,N/A,N/A,"SU.PA",N/A,24.94B,0.00,"11:46am",N/A,N/A,N/A,429255,N/A,N/A,"52.59 - 75.29",N/A,N/A,"PAR",N/A
62.15,1007355,26600,62.11,N/A,N/A,36.28,39000,"-0.82 - -1.30%",-0.82,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,3.81,N/A,3.78,N/A,0.00,N/A,113485000,62.11,N/A,N/A,N/A,N/A,N/A,62.88,N/A,N/A,43.51,7.81B,125717000,N/A,1.04B,18.63,+42.83%,79.85,N/A,N/A,44,-17.71,-22.18%,"11:46am - <b>62.14</b>",62.14,N/A,N/A,"62.11 - 62.88",N/A,61.33,56.05,6.09,+10.87%,0.81,+1.31%,"TECHNIP",N/A,62.86,62.96,N/A,"-1.30%",0.75,1.74,"4/29/2015",16.30,N/A,N/A,0.00,N/A,N/A,"TEC.PA",N/A,10.49B,0.00,"11:46am",N/A,N/A,N/A,118478,N/A,N/A,"43.51 - 79.85",N/A,N/A,"PAR",N/A
17.460,4977453,926400,17.450,N/A,N/A,12.036,22600,"+0.220 - +1.276%",+0.220,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,-1.155,N/A,-6.280,N/A,0.000,N/A,495842000,17.270,N/A,N/A,N/A,N/A,N/A,17.475,N/A,N/A,8.210,13.45B,770300000,N/A,2.52B,9.245,+112.607%,17.645,N/A,N/A,315,-0.190,-1.077%,"11:46am - <b>17.455</b>",17.455,N/A,N/A,"17.270 - 17.475",N/A,16.404,12.973,4.482,+34.553%,1.051,+6.408%,"PEUGEOT",N/A,17.335,17.235,N/A,"+1.276%",0.248,1.432,"6/2/2011",N/A,N/A,N/A,0.000,N/A,N/A,"UG.PA",N/A,53.61B,0.000,"11:46am",N/A,N/A,N/A,1337782,N/A,N/A,"8.210 - 17.645",N/A,N/A,"PAR",N/A
243.85,345015,13900,243.75,N/A,N/A,0.00,69300,"+1.90 - +0.79%",+1.90,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,13.30,N/A,6.08,N/A,0.00,N/A,N/A,241.90,N/A,N/A,N/A,N/A,N/A,244.25,N/A,N/A,180.70,N/A,N/A,N/A,0.00,63.10,+34.92%,262.00,N/A,N/A,100,-18.20,-6.95%,"10:25am - <b>243.80</b>",243.80,N/A,N/A,"241.90 - 244.25",N/A,0.00,0.00,243.80,+inf%,243.80,+inf%,"UNIBAIL-RODAMCO",N/A,242.50,241.90,N/A,"+0.79%",N/A,N/A,"5/12/2014",N/A,N/A,N/A,0.00,N/A,N/A,"UL.PA",N/A,N/A,0.00,"10:25am",N/A,N/A,N/A,38083,N/A,N/A,"180.70 - 262.00",N/A,N/A,"PAR",N/A
19.08,2423575,478700,19.07,N/A,N/A,15.12,384400,"+0.06 - +0.29%",+0.06,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,0.33,N/A,1.22,N/A,0.00,N/A,419205000,19.01,N/A,N/A,N/A,N/A,N/A,19.14,N/A,N/A,11.99,10.47B,548503000,N/A,2.20B,7.09,+59.13%,19.73,N/A,N/A,24,-0.65,-3.27%,"11:46am - <b>19.08</b>",19.08,N/A,N/A,"19.01 - 19.14",N/A,18.56,16.19,2.89,+17.88%,0.52,+2.82%,"VEOLIA ENVIRONN.",N/A,19.09,19.02,N/A,"+0.29%",0.44,1.26,"5/5/2015",58.17,N/A,N/A,0.00,N/A,N/A,"VIE.PA",N/A,23.88B,0.00,"11:46am",N/A,N/A,N/A,311783,N/A,N/A,"11.99 - 19.73",N/A,N/A,"PAR",N/A
22.48,5670966,474400,22.47,N/A,N/A,16.73,229500,"-0.03 - -0.13%",-0.03,N/A,"EUR",N/A,N/A,N/A,"5/15/2015",N/A,3.51,N/A,2.23,N/A,0.00,N/A,1129964000,22.42,N/A,N/A,N/A,N/A,N/A,22.57,N/A,N/A,17.26,30.37B,1351551000,N/A,1.04B,5.21,+30.19%,24.42,N/A,N/A,139,-1.95,-7.99%,"11:46am - <b>22.47</b>",22.47,N/A,N/A,"22.42 - 22.57",N/A,23.03,21.25,1.22,+5.72%,-0.56,-2.44%,"VIVENDI",N/A,22.50,22.50,N/A,"-0.13%",3.01,1.35,"4/21/2015",6.41,N/A,N/A,0.00,N/A,N/A,"VIV.PA",N/A,10.09B,0.00,"11:46am",N/A,N/A,N/A,685954,N/A,N/A,"17.26 - 24.42",N/A,N/A,"PAR",N/A
