FR0000130809;28/04/15;46,55;46,565;45,65;46,215;3619177
FR0000130809;29/04/15;46,195;46,50;45,02;45,21;3785516
FR0000130809;30/04/15;45,20;45,295;44,315;44,705;6124886
FR0000131104;24/04/15;58,32;59,18;58,20;58,99;5502781
FR0000131104;27/04/15;59,69;59,69;58,02;59,17;4648507
FR0000131104;28/04/15;58,87;58,90;57,93;58,61;4425097
FR0000131104;29/04/15;58,75;59,00;57,23;57,35;5565862
FR0000131104;30/04/15;57,06;57,48;55,39;56,44;7137423
FR0000131708;24/04/15;64,65;65,00;62,53;63,47;1055545
FR0000131708;27/04/15;63,50;64,33;62,76;64,18;884343
